Order_ID,Order_Date,Customer_ID,Customer_Name,Region,City,Product_Category,Product_Name,Quantity,Sales_Amount,Discount_Percent,Profit,Shipping_Cost,Payment_Method,Delivery_Days,Customer_Rating
ORD20251110533,2025-11-10,CUST1283,Gary Dodson,South,Bangalore,Grocery,Rice Bag,3,4045.22,10,383.91,234.96,UPI,2,3.0
ORD20251110534,2025-11-10,CUST1241,Amber Martinez,West,Pune,Electronics,Headphones,4,11381.5,5,1126.2,221.96,UPI,7,3.0
ORD20251110535,2025-11-16,CUST1034,Gary Phelps,South,Bangalore,Clothing,Sneakers,5,15970.83,15,2319.09,207.0,UPI,3,5.0
ORD20251110536,2025-11-24,CUST1294,Brett Jones,South,Bangalore,Electronics,Headphones,2,5575.36,0,1051.83,165.26,Debit Card,2,1.0
ORD20251110537,2025-11-09,CUST1184,Sarah Ewing,East,Kolkata,Grocery,Dry Fruits,1,1725.0,10,112.76,209.74,Credit Card,7,2.0
ORD20251110538,2025-11-25,CUST1048,Heidi Hernandez,North,Jaipur,Furniture,Sofa,3,64414.69,10,7891.09,224.49,Debit Card,7,2.0
ORD20251110539,2025-11-01,CUST1070,Christopher Butler,West,Mumbai,Clothing,Jacket,4,13165.65,15,927.96,277.7,Credit Card,5,2.0
ORD20251110540,2025-11-27,CUST1096,Christina Atkins,North,Delhi,Electronics,Smartwatch,4,29546.02,0,1580.0,82.81,Debit Card,3,3.0
ORD20251110541,2025-11-05,CUST1226,Harry Jackson,South,Chennai,Clothing,Jeans,3,6293.35,0,476.68,79.65,Credit Card,6,2.0
ORD20251110542,2025-11-10,CUST1064,Mr. Mark Acosta DVM,East,Kolkata,Furniture,Study Table,1,8824.39,15,578.41,246.01,Cash,7,4.0
ORD20251110543,2025-11-02,CUST1100,Ashley Garcia,East,Kolkata,Electronics,Laptop,5,347835.76,0,20402.76,277.13,Debit Card,6,1.0
ORD20251110544,2025-11-25,CUST1049,Jennifer Montes,West,Pune,Electronics,Smartphone,5,133516.28,5,9099.92,137.88,Debit Card,5,3.0
ORD20251110545,2025-11-12,CUST1082,Caroline Mendez,South,Bangalore,Furniture,Office Chair,1,7040.37,0,1709.77,228.95,Credit Card,7,5.0
ORD20251110546,2025-11-01,CUST1050,Taylor Rose,East,Kolkata,Furniture,Bookshelf,3,16893.66,5,1455.72,289.44,Debit Card,4,4.0
ORD20251110547,2025-11-07,CUST1263,Brittany Ibarra DVM,West,Pune,Furniture,Bookshelf,1,4993.51,10,385.41,77.58,Debit Card,6,3.0
ORD20251110548,2025-11-18,CUST1020,Bob Harris,West,Mumbai,Electronics,Headphones,4,11723.47,0,2312.28,164.24,Cash,2,5.0
ORD20251110549,2025-11-14,CUST1148,Jennifer Valentine,West,Pune,Grocery,Cooking Oil,1,832.18,15,43.74,141.86,Cash,6,1.0
ORD20251110550,2025-11-13,CUST1224,Emily Davis,West,Mumbai,Electronics,Laptop,2,116634.86,15,8204.61,197.64,Credit Card,1,3.0
ORD20251110551,2025-11-07,CUST1173,Emily Williams,North,Jaipur,Furniture,Bookshelf,1,6085.44,5,643.25,231.3,Debit Card,7,4.0
ORD20251110552,2025-11-12,CUST1243,Nancy Jones,South,Chennai,Grocery,Tea Pack,5,2091.32,10,155.67,163.66,Cash,4,2.0
ORD20251110553,2025-11-21,CUST1068,Tiffany Allen MD,West,Mumbai,Electronics,Laptop,1,69973.89,0,6005.1,56.69,Debit Card,2,3.0
ORD20251110554,2025-11-20,CUST1049,Jennifer Montes,West,Pune,Electronics,Smartwatch,4,29144.86,5,4399.68,174.47,Debit Card,7,5.0
ORD20251110555,2025-11-18,CUST1009,John Bird,West,Mumbai,Electronics,Smartwatch,1,6732.15,15,932.48,263.22,UPI,1,2.0
ORD20251110556,2025-11-18,CUST1155,Randall Meadows,North,Jaipur,Furniture,Bookshelf,4,21944.82,5,4450.46,147.27,Cash,6,5.0
ORD20251110557,2025-11-22,CUST1276,Dylan Davis,West,Pune,Grocery,Tea Pack,5,2378.17,5,354.2,147.85,Cash,5,3.0
ORD20251110558,2025-11-25,CUST1145,Melissa Holt,South,Chennai,Clothing,T-Shirt,1,740.51,0,156.92,141.6,UPI,7,3.0
ORD20251110559,2025-11-13,CUST1049,Jennifer Montes,West,Pune,Grocery,Dry Fruits,3,4948.29,15,492.47,215.31,Debit Card,5,1.0
ORD20251110560,2025-11-23,CUST1033,Wendy Ellis,South,Chennai,Clothing,T-Shirt,3,2060.99,5,293.04,131.53,Cash,5,5.0
ORD20251110561,2025-11-14,CUST1136,Jean Fisher,North,Delhi,Electronics,Smartwatch,5,43886.12,0,5620.06,144.43,UPI,7,4.0
ORD20251110562,2025-11-04,CUST1105,James Blair,South,Bangalore,Clothing,Sneakers,5,14699.88,10,3585.09,124.88,Credit Card,4,1.0
ORD20251110563,2025-11-27,CUST1274,Thomas Mcintyre,South,Bangalore,Furniture,Sofa,3,71959.8,0,15177.8,193.38,UPI,6,5.0
ORD20251110564,2025-11-04,CUST1172,Alexis Dunn,East,Kolkata,Clothing,T-Shirt,5,3350.43,15,218.89,136.83,Debit Card,5,3.0
ORD20251110565,2025-11-14,CUST1276,Dylan Davis,West,Pune,Clothing,Jeans,4,6461.72,15,1190.97,178.84,Credit Card,1,5.0
ORD20251110566,2025-11-28,CUST1095,Brandon Roth,North,Delhi,Grocery,Cooking Oil,4,3523.28,10,609.12,183.18,Cash,5,1.0
ORD20251110567,2025-11-17,CUST1102,Christopher Lewis,South,Bangalore,Clothing,Sneakers,2,6185.13,5,680.71,221.33,Cash,4,3.0
ORD20251110568,2025-11-28,CUST1032,Derek Adkins,South,Chennai,Furniture,Bookshelf,3,16673.17,10,2838.55,114.11,Cash,2,1.0
ORD20251110569,2025-11-05,CUST1098,Cody Garcia,West,Pune,Electronics,Smartphone,3,76276.35,15,10251.83,297.82,UPI,2,2.0
ORD20251110570,2025-11-09,CUST1069,Breanna Harris,North,Jaipur,Electronics,Headphones,3,8796.74,5,1710.92,60.56,UPI,1,1.0
ORD20251110571,2025-11-11,CUST1152,Maria Fletcher,South,Chennai,Electronics,Smartwatch,3,23505.1,0,5137.04,259.95,Credit Card,1,5.0
ORD20251110572,2025-11-24,CUST1256,Monica Reid,East,Bhubaneswar,Electronics,Headphones,4,11371.38,0,2403.2,80.57,Debit Card,7,
ORD20251110573,2025-11-24,CUST1199,Bryan Wolfe,West,Pune,Furniture,Bookshelf,2,10503.53,5,1101.92,103.53,Cash,3,5.0
ORD20251110574,2025-11-02,CUST1251,Colleen Yang,South,Bangalore,Clothing,T-Shirt,3,2029.74,15,214.23,111.59,Credit Card,3,4.0
ORD20251110575,2025-11-23,CUST1188,Eric Obrien MD,North,Jaipur,Clothing,T-Shirt,5,4273.18,0,1017.74,215.56,Credit Card,3,5.0
ORD20251110576,2025-11-13,CUST1158,Samuel Smith,West,Mumbai,Clothing,T-Shirt,5,4071.81,5,944.49,147.12,Cash,3,3.0
ORD20251110577,2025-11-03,CUST1120,Lisa Mckay,North,Delhi,Clothing,Jeans,2,3489.32,15,709.55,269.87,Cash,7,1.0
ORD20251110578,2025-11-09,CUST1041,Tracy Browning,South,Chennai,Grocery,Tea Pack,4,1878.25,10,402.04,269.19,Credit Card,6,3.0
ORD20251110579,2025-11-17,CUST1033,Wendy Ellis,South,Chennai,Clothing,Sneakers,5,15602.78,10,942.72,56.84,Credit Card,6,4.0
ORD20251110580,2025-11-26,CUST1069,Breanna Harris,North,Jaipur,Electronics,Smartwatch,2,13863.52,10,1130.77,70.56,Credit Card,7,5.0
ORD20251110581,2025-11-22,CUST1210,Jeremy White,West,Mumbai,Clothing,Sneakers,4,12663.4,5,2727.11,221.87,Debit Card,2,1.0
ORD20251110582,2025-11-14,CUST1188,Eric Obrien MD,North,Jaipur,Furniture,Bookshelf,4,20614.55,5,3333.5,55.74,Credit Card,1,4.0
ORD20251110583,2025-11-07,CUST1134,Robert Mccoy,West,Pune,Furniture,Office Chair,4,24277.87,15,5865.69,87.31,Credit Card,5,1.0
ORD20251110584,2025-11-01,CUST1269,Micheal Johnson,South,Bangalore,Grocery,Tea Pack,4,1889.79,0,452.06,100.79,Debit Card,3,
ORD20251110585,2025-11-13,CUST1066,Johnny Harris,North,Jaipur,Grocery,Cooking Oil,5,4698.41,5,871.26,120.74,Cash,2,
ORD20251110586,2025-11-26,CUST1074,Angela Andersen,West,Pune,Electronics,Headphones,3,8751.23,5,1084.52,276.83,Cash,1,1.0
ORD20251110587,2025-11-16,CUST1068,Tiffany Allen MD,West,Mumbai,Clothing,Sneakers,2,6198.06,15,627.52,234.03,UPI,5,1.0
ORD20251110588,2025-11-02,CUST1170,Mr. Robert Peterson,North,Jaipur,Furniture,Bookshelf,3,16219.3,0,2046.67,176.14,Cash,6,3.0
ORD20251110589,2025-11-05,CUST1286,John Murray,West,Mumbai,Electronics,Smartphone,3,85564.07,5,19301.49,282.58,Credit Card,1,3.0
ORD20251110590,2025-11-23,CUST1271,Linda Crawford,South,Bangalore,Grocery,Cooking Oil,3,2599.17,0,389.47,294.63,Debit Card,6,3.0
ORD20251110591,2025-11-14,CUST1144,Stephanie Meyer,East,Kolkata,Clothing,Jacket,5,17768.79,10,3507.09,91.25,Cash,7,2.0
ORD20251110592,2025-11-18,CUST1225,David Bell,West,Mumbai,Electronics,Smartphone,2,56758.33,0,5791.89,58.97,Cash,4,1.0
ORD20251110593,2025-11-16,CUST1020,Bob Harris,West,Mumbai,Grocery,Dry Fruits,5,8428.19,15,1634.67,78.12,Credit Card,1,3.0
ORD20251110594,2025-11-03,CUST1104,Jeffery Gallegos,West,Pune,Clothing,Jeans,2,3645.54,10,337.14,215.78,UPI,5,5.0
ORD20251110595,2025-11-06,CUST1213,Jennifer Garza,West,Mumbai,Electronics,Smartphone,4,129296.82,0,24083.14,56.49,UPI,4,3.0
ORD20251110596,2025-11-19,CUST1054,Mark Flores,North,Delhi,Clothing,Jeans,1,1984.09,0,289.62,226.93,Debit Card,5,1.0
ORD20251110597,2025-11-11,CUST1022,Kimberly Townsend,East,Kolkata,Grocery,Dry Fruits,5,8951.59,5,1599.91,62.17,Debit Card,7,1.0
ORD20251110598,2025-11-24,CUST1036,Adam Young,East,Bhubaneswar,Grocery,Rice Bag,4,5052.25,10,1127.17,291.26,,1,2.0
ORD20251110599,2025-11-06,CUST1198,Amber Williams,East,Bhubaneswar,Grocery,Dry Fruits,2,3838.84,0,756.93,250.28,,6,5.0
ORD20251110600,2025-11-05,CUST1183,Tina Brennan,West,Mumbai,Electronics,Headphones,5,14220.43,5,2066.06,271.35,Cash,1,4.0
ORD20251110601,2025-11-26,CUST1188,Eric Obrien MD,North,Jaipur,Furniture,Bookshelf,4,21794.1,0,3110.13,135.44,Credit Card,6,2.0
ORD20251110602,2025-11-16,CUST1269,Micheal Johnson,South,Bangalore,Electronics,Headphones,4,9341.53,15,1028.3,250.39,Credit Card,6,3.0
ORD20251110603,2025-11-27,CUST1127,Kevin Meadows,South,Bangalore,Grocery,Dry Fruits,5,10101.99,0,1542.4,279.33,Cash,4,1.0
ORD20251110604,2025-11-15,CUST1291,Stacy Lang,West,Mumbai,Clothing,Jacket,3,12644.75,0,2504.97,54.07,Cash,2,2.0
ORD20251110605,2025-11-27,CUST1201,Curtis Hart,West,Mumbai,Electronics,Laptop,4,242622.9,10,48881.44,231.02,,5,3.0
ORD20251110606,2025-11-11,CUST1095,Brandon Roth,North,Delhi,Furniture,Study Table,1,9668.91,10,1516.81,76.58,UPI,4,1.0
ORD20251110607,2025-11-01,CUST1087,Ronald Bond,East,Kolkata,Grocery,Tea Pack,4,1632.95,15,283.07,253.28,Cash,7,3.0
ORD20251110608,2025-11-03,CUST1064,Mr. Mark Acosta DVM,East,Kolkata,Furniture,Office Chair,2,14884.71,0,1304.56,224.01,UPI,2,4.0
ORD20251110609,2025-11-21,CUST1074,Angela Andersen,West,Pune,Furniture,Bookshelf,5,26140.73,5,2081.67,242.43,Cash,1,1.0
ORD20251110610,2025-11-06,CUST1078,Douglas Bowen,East,Bhubaneswar,Grocery,Tea Pack,4,2143.92,0,193.53,196.31,Cash,1,3.0
ORD20251110611,2025-11-01,CUST1052,Diana Johnson,East,Bhubaneswar,Grocery,Tea Pack,4,1633.33,10,249.36,149.92,Cash,2,1.0
ORD20251110612,2025-11-17,CUST1009,John Bird,West,Mumbai,Grocery,Dry Fruits,5,9535.7,0,2172.5,212.08,UPI,4,5.0
ORD20251110613,2025-11-21,CUST1177,Peter Williams,South,Chennai,Grocery,Tea Pack,1,454.86,5,54.02,98.05,Credit Card,5,2.0
ORD20251110614,2025-11-19,CUST1173,Emily Williams,North,Jaipur,Grocery,Cooking Oil,3,2506.05,15,462.67,258.27,Debit Card,7,4.0
ORD20251110615,2025-11-26,CUST1082,Caroline Mendez,South,Bangalore,Furniture,Sofa,1,19673.66,15,3367.14,99.87,UPI,7,4.0
ORD20251110616,2025-11-16,CUST1155,Randall Meadows,North,Jaipur,Furniture,Study Table,5,54992.61,0,5618.13,139.7,,2,5.0
ORD20251110617,2025-11-02,CUST1032,Derek Adkins,South,Chennai,Clothing,Sneakers,1,3072.76,5,312.08,106.02,Debit Card,7,3.0
ORD20251110618,2025-11-25,CUST1023,Natalie Norton,South,Chennai,Clothing,Jeans,5,10412.81,0,1432.44,281.66,Cash,7,1.0
ORD20251110619,2025-11-04,CUST1052,Diana Johnson,East,Bhubaneswar,Electronics,Laptop,2,150384.35,0,12242.27,277.75,Debit Card,6,4.0
ORD20251110620,2025-11-25,CUST1259,Molly Pearson,North,Jaipur,Grocery,Rice Bag,2,2610.68,10,573.62,84.44,Cash,4,1.0
ORD20251110621,2025-11-08,CUST1242,Brenda Cooley,East,Kolkata,Clothing,Jacket,5,17423.89,5,3501.66,143.11,Debit Card,6,2.0
ORD20251110622,2025-11-05,CUST1271,Linda Crawford,South,Bangalore,Grocery,Cooking Oil,2,1503.51,15,213.12,152.33,Debit Card,1,4.0
ORD20251110623,2025-11-05,CUST1005,Lauren Wilkerson,North,Delhi,Electronics,Laptop,3,185282.41,10,25349.31,243.09,Cash,7,1.0
ORD20251110624,2025-11-22,CUST1077,Jessica Wallace,North,Jaipur,Electronics,Headphones,4,10987.0,15,2468.88,225.2,Debit Card,3,1.0
ORD20251110625,2025-11-27,CUST1143,Stacey Gutierrez,South,Bangalore,Furniture,Bookshelf,4,24567.36,5,4265.81,206.09,Cash,6,3.0
ORD20251110626,2025-11-26,CUST1207,Charles Warren,East,Bhubaneswar,Furniture,Sofa,1,25187.17,0,4880.67,147.5,Credit Card,5,5.0
ORD20251110627,2025-11-10,CUST1109,Javier Bell,East,Kolkata,Electronics,Headphones,5,14194.03,10,788.88,90.01,Debit Card,2,3.0
ORD20251110628,2025-11-24,CUST1216,Daniel Arnold,East,Bhubaneswar,Electronics,Laptop,3,193800.2,10,11540.14,138.62,UPI,4,
ORD20251110629,2025-11-19,CUST1002,Stacey Gonzalez,South,Bangalore,Grocery,Dry Fruits,2,3686.26,5,762.9,121.13,Credit Card,6,4.0
ORD20251110630,2025-11-17,CUST1126,Jessica Jacobs,South,Chennai,Electronics,Headphones,5,15170.1,5,1055.8,140.32,Cash,7,4.0
ORD20251110631,2025-11-03,CUST1047,Emily Everett,West,Pune,Electronics,Smartwatch,2,12824.21,15,2377.15,69.52,Cash,5,5.0
ORD20251110632,2025-11-17,CUST1202,Emma Jones,West,Pune,Clothing,Sneakers,4,12349.86,15,2424.81,286.96,Cash,7,2.0
ORD20251110633,2025-11-05,CUST1258,Aaron Caldwell,West,Pune,Furniture,Bookshelf,4,24934.22,5,3885.46,178.3,,4,4.0
ORD20251110634,2025-11-02,CUST1080,Katherine Klein,East,Bhubaneswar,Clothing,T-Shirt,5,3135.03,15,338.33,142.4,Credit Card,1,3.0
ORD20251110635,2025-11-10,CUST1191,Mary Thompson,North,Delhi,Clothing,Jacket,4,16931.85,0,2843.28,85.53,UPI,3,3.0
ORD20251110636,2025-11-07,CUST1093,Aaron Thompson,West,Mumbai,Grocery,Rice Bag,1,1233.24,10,180.34,61.17,Debit Card,5,4.0
ORD20251110637,2025-11-11,CUST1193,Austin Fletcher,North,Delhi,Grocery,Cooking Oil,2,1610.07,15,128.48,216.81,Debit Card,1,5.0
ORD20251110638,2025-11-22,CUST1209,John Ward,East,Kolkata,Grocery,Cooking Oil,4,3266.57,10,744.81,289.52,Debit Card,6,1.0
ORD20251110639,2025-11-28,CUST1084,Mark Henson,North,Jaipur,Electronics,Headphones,5,15431.74,0,3719.57,71.29,UPI,5,5.0
ORD20251110640,2025-11-07,CUST1243,Nancy Jones,South,Chennai,Electronics,Laptop,5,363248.05,5,33114.06,118.74,Cash,1,5.0
ORD20251110641,2025-11-20,CUST1164,Jasmine Farmer,North,Jaipur,Grocery,Rice Bag,4,5807.95,0,318.34,95.13,Debit Card,4,3.0
ORD20251110642,2025-11-03,CUST1058,Kelly Hicks,South,Bangalore,Electronics,Smartphone,3,80073.64,5,6473.59,242.08,Cash,6,2.0
ORD20251110643,2025-11-02,CUST1166,Michael Porter,East,Bhubaneswar,Furniture,Office Chair,1,6161.33,10,816.77,130.01,Debit Card,3,4.0
ORD20251110644,2025-11-27,CUST1061,Maria Robertson,North,Jaipur,Electronics,Smartphone,2,56919.96,5,7229.39,238.1,UPI,3,1.0
ORD20251110645,2025-11-11,CUST1237,Gregory Morris,East,Kolkata,Grocery,Rice Bag,4,5888.99,0,1338.16,108.44,Debit Card,5,5.0
ORD20251110646,2025-11-22,CUST1051,Brent Stafford,South,Bangalore,Furniture,Study Table,3,25224.51,15,3785.86,261.57,Credit Card,3,5.0
ORD20251110647,2025-11-06,CUST1125,Daniel Allen,West,Pune,Grocery,Tea Pack,1,531.26,0,92.52,290.28,Credit Card,1,1.0
ORD20251110648,2025-11-16,CUST1139,Anita Reyes,South,Bangalore,Clothing,Sneakers,3,10144.89,5,599.53,177.58,UPI,3,1.0
ORD20251110649,2025-11-13,CUST1062,Craig Brown,North,Delhi,Furniture,Sofa,4,97098.46,5,11036.29,289.35,Debit Card,6,3.0
ORD20251110650,2025-11-25,CUST1231,Sydney Sheppard,West,Mumbai,Clothing,Jeans,3,5087.48,10,588.58,289.75,Credit Card,6,1.0
ORD20251110651,2025-11-20,CUST1243,Nancy Jones,South,Chennai,Electronics,Laptop,2,120327.82,15,17783.89,224.12,Cash,5,
ORD20251110652,2025-11-26,CUST1039,Deborah Barry,West,Pune,Electronics,Smartwatch,1,7879.73,10,1341.62,144.09,Cash,2,1.0
ORD20251110653,2025-11-04,CUST1236,Joseph Jackson,North,Jaipur,Clothing,Jeans,4,7554.43,0,802.48,54.95,Debit Card,2,1.0
ORD20251110654,2025-11-27,CUST1155,Randall Meadows,North,Jaipur,Furniture,Study Table,4,32664.93,10,6232.78,173.21,Credit Card,1,2.0
ORD20251110655,2025-11-27,CUST1202,Emma Jones,West,Pune,Electronics,Headphones,5,11909.72,15,2355.3,98.44,Credit Card,1,5.0
ORD20251110656,2025-11-05,CUST1033,Wendy Ellis,South,Chennai,Furniture,Sofa,5,127798.83,5,13401.7,232.22,UPI,6,5.0
ORD20251110657,2025-11-20,CUST1129,Edward Oconnor,West,Mumbai,Grocery,Rice Bag,4,6424.63,0,1406.15,130.75,,3,1.0
ORD20251110658,2025-11-22,CUST1265,Marvin Pittman,South,Chennai,Grocery,Tea Pack,3,1615.14,0,170.54,106.14,Cash,5,4.0
ORD20251110659,2025-11-11,CUST1002,Stacey Gonzalez,South,Bangalore,Grocery,Cooking Oil,3,2905.25,0,720.66,251.92,Credit Card,6,4.0
ORD20251110660,2025-11-03,CUST1127,Kevin Meadows,South,Bangalore,Furniture,Study Table,3,24639.35,10,1369.32,206.32,Cash,7,1.0
ORD20251110661,2025-11-19,CUST1171,Nicole Jefferson,East,Bhubaneswar,Clothing,Jeans,1,1611.04,15,98.09,135.2,Debit Card,5,2.0
ORD20251110662,2025-11-03,CUST1224,Emily Davis,West,Mumbai,Electronics,Smartwatch,5,36684.28,0,2078.85,65.17,Debit Card,7,1.0
ORD20251110663,2025-11-26,CUST1065,Joshua Thomas,South,Bangalore,Electronics,Smartwatch,1,7359.46,10,517.85,157.96,UPI,5,1.0
ORD20251110664,2025-11-10,CUST1195,Crystal Smith,East,Bhubaneswar,Grocery,Rice Bag,5,6034.72,15,1097.99,199.89,UPI,4,4.0
ORD20251110665,2025-11-15,CUST1219,Jennifer Torres,East,Bhubaneswar,Electronics,Headphones,1,2558.78,15,183.21,196.95,UPI,5,1.0
ORD20251110666,2025-11-19,CUST1099,Christopher Reilly,East,Kolkata,Furniture,Sofa,3,63512.84,15,5537.35,205.21,Credit Card,7,1.0
ORD20251110667,2025-11-02,CUST1065,Joshua Thomas,South,Bangalore,Clothing,Sneakers,5,15155.24,10,3108.33,271.31,Credit Card,4,3.0
ORD20251110668,2025-11-20,CUST1175,Ashley Barnes,West,Pune,Clothing,Jacket,1,3463.56,5,751.71,176.78,UPI,4,3.0
ORD20251110669,2025-11-07,CUST1102,Christopher Lewis,South,Bangalore,Furniture,Office Chair,3,20619.76,5,5080.39,223.7,Debit Card,7,5.0
ORD20251110670,2025-11-19,CUST1171,Nicole Jefferson,East,Bhubaneswar,Clothing,Sneakers,3,9186.67,5,2132.31,269.03,Cash,2,1.0
ORD20251110671,2025-11-21,CUST1114,William Fisher,North,Delhi,Furniture,Bookshelf,5,27012.4,5,6496.96,233.65,Debit Card,7,4.0
ORD20251110672,2025-11-07,CUST1204,Shannon Mccarthy,North,Delhi,Furniture,Office Chair,3,19209.67,0,1403.03,57.5,Debit Card,4,2.0
ORD20251110673,2025-11-21,CUST1299,Brad Kim,West,Pune,Clothing,T-Shirt,1,714.07,5,162.15,93.54,Credit Card,3,5.0
ORD20251110674,2025-11-08,CUST1091,Alexander Wright,East,Bhubaneswar,Furniture,Office Chair,2,13634.84,10,2529.13,55.25,Cash,6,
ORD20251110675,2025-11-11,CUST1107,Erica Cobb MD,West,Pune,Clothing,Sneakers,2,6689.95,10,1593.76,215.23,Cash,6,1.0
ORD20251110676,2025-11-04,CUST1073,Victoria Wilson,South,Bangalore,Furniture,Study Table,2,17660.81,15,2400.25,129.49,Credit Card,1,5.0
ORD20251110677,2025-11-19,CUST1096,Christina Atkins,North,Delhi,Clothing,Jeans,3,5190.71,5,1165.68,248.9,Cash,2,1.0
ORD20251110678,2025-11-26,CUST1240,Joshua Walters,West,Mumbai,Electronics,Smartphone,5,133908.35,15,20331.53,211.27,Cash,5,
ORD20251110679,2025-11-06,CUST1164,Jasmine Farmer,North,Jaipur,Clothing,Sneakers,4,11348.64,15,2658.27,150.24,UPI,2,2.0
ORD20251110680,2025-11-07,CUST1231,Sydney Sheppard,West,Mumbai,Furniture,Bookshelf,2,10638.05,10,866.38,144.27,Debit Card,3,5.0
ORD20251110681,2025-11-03,CUST1068,Tiffany Allen MD,West,Mumbai,Electronics,Headphones,4,10217.19,10,1557.64,60.29,Debit Card,4,4.0
ORD20251110682,2025-11-15,CUST1221,Terri Edwards,North,Jaipur,Grocery,Dry Fruits,4,6873.15,10,950.82,56.18,Debit Card,6,1.0
ORD20251110683,2025-11-12,CUST1042,John Elliott,North,Jaipur,Clothing,T-Shirt,3,2096.88,5,120.9,67.84,Credit Card,3,2.0
ORD20251110684,2025-11-22,CUST1168,Briana Hahn,North,Delhi,Clothing,Jacket,3,11868.86,5,2963.43,299.5,Debit Card,1,3.0
ORD20251110685,2025-11-10,CUST1177,Peter Williams,South,Chennai,Grocery,Tea Pack,5,2486.0,0,502.75,178.16,Credit Card,7,4.0
ORD20251110686,2025-11-08,CUST1116,Sharon Mckinney,South,Bangalore,Furniture,Bookshelf,2,10653.92,15,2220.1,165.35,Debit Card,7,2.0
ORD20251110687,2025-11-14,CUST1213,Jennifer Garza,West,Mumbai,Furniture,Bookshelf,4,23398.56,0,1770.55,194.38,UPI,4,3.0
ORD20251110688,2025-11-11,CUST1115,Devin Stout,West,Pune,Grocery,Tea Pack,4,1737.39,10,359.76,55.81,Credit Card,2,3.0
ORD20251110689,2025-11-19,CUST1293,Catherine Graham,North,Delhi,Grocery,Tea Pack,2,775.83,15,112.46,146.61,Debit Card,5,4.0
ORD20251110690,2025-11-21,CUST1155,Randall Meadows,North,Jaipur,Electronics,Smartphone,1,25832.73,5,3816.08,222.26,Credit Card,2,1.0
ORD20251110691,2025-11-13,CUST1145,Melissa Holt,South,Chennai,Furniture,Study Table,3,29727.98,0,1552.08,142.16,Debit Card,7,4.0
ORD20251110692,2025-11-13,CUST1080,Katherine Klein,East,Bhubaneswar,Electronics,Smartphone,5,126945.4,15,30596.3,67.19,Credit Card,2,2.0
ORD20251110693,2025-11-10,CUST1221,Terri Edwards,North,Jaipur,Grocery,Cooking Oil,5,4120.87,10,770.47,175.62,Debit Card,2,1.0
ORD20251110694,2025-11-05,CUST1228,John Davis,West,Mumbai,Electronics,Smartwatch,5,38196.51,5,8626.6,277.58,Cash,4,5.0
ORD20251110695,2025-11-02,CUST1046,Sandra Torres,South,Bangalore,Clothing,Sneakers,3,9244.16,10,2033.43,255.86,Cash,2,2.0
ORD20251110696,2025-11-20,CUST1221,Terri Edwards,North,Jaipur,Grocery,Tea Pack,2,978.71,0,95.85,286.42,Credit Card,3,5.0
ORD20251110697,2025-11-10,CUST1034,Gary Phelps,South,Bangalore,Furniture,Bookshelf,4,26377.52,0,1873.99,69.13,Debit Card,4,4.0
ORD20251110698,2025-11-06,CUST1129,Edward Oconnor,West,Mumbai,Furniture,Office Chair,4,25609.89,0,5120.63,223.62,Cash,3,4.0
ORD20251110699,2025-11-28,CUST1099,Christopher Reilly,East,Kolkata,Grocery,Rice Bag,1,1245.96,10,143.81,279.28,Cash,4,4.0
ORD20251110700,2025-11-03,CUST1042,John Elliott,North,Jaipur,Furniture,Bookshelf,2,10853.67,15,912.99,260.39,UPI,5,1.0
ORD20251110701,2025-11-06,CUST1150,Kevin Chan,North,Jaipur,Electronics,Smartwatch,2,16548.45,0,1731.8,52.8,Cash,3,2.0
ORD20251110702,2025-11-07,CUST1017,Kristopher Sanchez,North,Jaipur,Furniture,Bookshelf,1,5868.74,0,354.96,127.08,UPI,1,4.0
ORD20251110703,2025-11-25,CUST1103,Joseph Brown,West,Mumbai,Furniture,Sofa,2,43618.17,5,10811.12,155.42,Debit Card,7,2.0
ORD20251110704,2025-11-22,CUST1032,Derek Adkins,South,Chennai,Furniture,Office Chair,2,12087.08,5,2576.06,178.13,Debit Card,5,2.0
ORD20251110705,2025-11-20,CUST1106,Michael Hawkins,South,Chennai,Grocery,Tea Pack,1,447.81,5,37.94,139.14,Cash,6,3.0
ORD20251110706,2025-11-01,CUST1199,Bryan Wolfe,West,Pune,Furniture,Bookshelf,2,12379.11,0,2163.64,119.61,UPI,1,2.0
ORD20251110707,2025-11-14,CUST1154,Anthony Hardin,North,Jaipur,Grocery,Rice Bag,5,6771.51,5,777.85,73.69,Cash,6,2.0
ORD20251110708,2025-11-11,CUST1089,Andrea Santiago,North,Jaipur,Clothing,Sneakers,1,2846.11,10,397.84,278.03,Credit Card,5,5.0
ORD20251110709,2025-11-23,CUST1006,Anthony Long,West,Pune,Furniture,Office Chair,5,33661.94,0,6781.17,234.48,UPI,1,2.0
ORD20251110710,2025-11-12,CUST1255,Mark Jimenez,West,Mumbai,Clothing,Jeans,2,3198.98,15,750.74,59.48,Cash,6,3.0
ORD20251110711,2025-11-05,CUST1142,Katie Garza,North,Jaipur,Clothing,T-Shirt,5,3500.67,15,191.62,122.11,Debit Card,3,2.0
ORD20251110712,2025-11-07,CUST1276,Dylan Davis,West,Pune,Electronics,Smartphone,2,51219.01,15,9012.32,95.89,UPI,7,4.0
